id,name
bddivision.bddivision1,Dhaka
bddivision.bddivision2,Chattagram
bddivision.bddivision3,Rajshahi
bddivision.bddivision4,Khulna
bddivision.bddivision5,Sylhet
bddivision.bddivision6,Barishal
bddivision.bddivision7,Mymensingh
bddivision.bddivision8,Rangpur
